store_info_id,create_time,score,content
1,2022/09/24,4.5,從小吃到大 辣椒很厲害
1,2020/04/17,999,吳南京板鴨-原李嘉興板鴨主廚．捷運古亭站｜包子爸超愛鹽水滷味．必吃鹽水鴨．古亭站推薦滷味．平價滷水便當！
1,2019/06/17,999,吳記和信義路的正記，兩家南京板鴨都夠格稱美食。
1,2019/06/16,999,吳南京板鴨(原李嘉興)，台北超平價便當、滷味、板鴨店
1,2017/10/31,999,吳南京板鴨(原李嘉興板鴨)｜鹽水鴨便當羅斯福路板鴨老店(古亭捷運站週邊)
2,2022/09/24,999,台北排隊高人氣滷肉飯『金峰滷肉飯』中正紀念堂美
2,2021/09/19,999,金峰滷肉飯-歷久不衰~營業到凌晨一點的熱門小吃~中正紀念堂二號出口旁~
2,2021/01/23,1.0,金峰開業數十年，早期的確很不賴，自從爆紅後，魯肉飯、湯品的口味每況愈下，近幾年，即使經過也不會有任何想回味的口腹之慾。
2,2020/06/28,1.0,用餐區有股尿味明明都是位子 服務人員還是把你趕來趕去也不明確指引要你坐哪魯肉飯味道普通 唯一亮點是有加香菇提味但香菇味不明顯結帳時 連總金額也不會提醒要你自己傻傻的看這是一間會寫進觀光書的店 一個有如此服務 如此程度菜色的店要稱得上名店 實在過譽
2,2020/12/02,999,【捷運中正紀念堂站美】金峰魯肉飯 南門市場人氣小吃推薦！號稱台北必吃滷肉飯
2,2020/12/01,4.5,金峰魯肉飯／中正紀念堂捷運站～南門市場超人氣美，只要銅板價錢，就能讓你吃到一碗美味魯肉飯
2,2020/08/29,4.0,金峰魯肉飯 - 南門市場旁，全台最知名滷肉飯名店之一，銅板平價庶民小吃
2,2020/07/04,4.0,金峰魯肉飯
2,2020/06/09,999,"魯蛋魯太久了有点咸,豆腐不軟又沒入味,醬瓜太咸,魯肉飯和肉庚湯〇K"
2,2020/02/04,4.0,台北市-中正區 | 金峰魯肉飯 | 南門市場、中正紀念堂站人氣平民美．國外觀光客必朝聖．台北必吃魯肉飯（完整菜單）
2,2019/11/10,999,台北 中正紀念堂 – 知名美金峰滷肉飯
2,2019/09/04,999,金峰魯肉飯，超人氣平價銅板小吃店，必點肉羹湯、滷肉飯、蛤蜊雞湯。捷運美．善導寺美．中正紀念堂美．乾麵．乾冬粉．乾米粉．魯鴨蛋．滷豆腐．筍乾．燙青菜．鼎邊趖．炕肉飯．肉燥飯。
2,2019/05/26,3.0,滷肉飯 滷肉味道不錯 但白飯煮的太濕黏軟爛 豬肚湯 湯清淡 豬肚沒燉爛 不推控肉很鹹沒有排隊的價值～
2,2019/05/05,1.0,這裡的魯肉飯並沒有到非常好吃，是媒體誇大了。排隊人手安排是迅速，但是有一個最大的問題，員工服務態度太差，當我在進去的時候，臭臉對著我，囂張個屁呀？這樣的服務態度就算是東西非常好吃，我也不會再光顧了。
2,2019/03/27,1.0,態度超爛！我只能說食物真的一般，我朋友第一次來台灣玩然後他說想吃滷肉飯，我們就去金峰吃，我們點完餐然後把菜單拿過去給員工結果有位打工的男生他很不客氣的說菜單放桌上我們會去拿，他一邊收東西然後嘴巴一直說有些人沒讀書不會看國字，一直重複說，好像深怕大家沒聽見似的，我往下看了菜單才看見有寫備註菜單放桌上，但有必要這樣嗎？態度世界差勁，但我們從頭到尾都默默的，我只能把我親身體驗的感受放在這裡⋯
